"ID","BENEFITPLANID"," BENEFITPLANNAME ","BENEFITPLANVERSION ","BENEFITPLANEFFECTIVEDATE ","BENEFITPLANEXPIRATIONDATE"," CDTCODE  ","CDTDESCRIPTION","LIMITATIONS                              ","INNETWORKMEMBERRESPONSIBILITY","OUTOFNETWORKMEMBERRESPONSIBILITY","PREAUTHREQUIRED","DOCUMENTATION X-RAYS REQUIRED","PEDIATRIC COPAY","ADULT COPAY","PEDIATRIC LIMITATION","ADULT LIMITATION","AI/AN PROVIDER MEMBER RESPONSIBILITY"," NON AI/AN PROVIDER MEMBER RESPONSIBILITY","MEMBER COPAYMENT GENERAL  ","MEMBER COPAYMENT  SPECIALIST","AGE LIMIT","STATUS"
"a006s000000qFArAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4910","Periodontal maintenance","2 of (D4346, D4910) every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFAsAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5110","Complete denture, maxillary","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFAtAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5120","Complete denture, mandibular","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFAuAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5130","Immediate denture, maxillary","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFAvAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5140","Immediate denture, mandibular","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFAwAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5211","Maxillary partial denture, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFAxAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5212","Mandibular partial denture, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFAyAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5213","Maxillary partial denture, cast metal, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFAzAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5214","Mandibular partial denture, cast metal, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFB0AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5221","Immediate maxillary partial denture, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFB1AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5222","Immediate mandibular partial denture, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFB2AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5223","Immediate maxillary partial denture, cast metal framework, resin denture base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFB3AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5224","Immediate mandibular partial denture, cast metal framework, resin denture base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFB4AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5421","Adjust partial denture, maxillary","","","","","","","","","","","","","","","Item Created"
"a006s000000qFB5AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5422","Adjust partial denture, mandibular","","","","","","","","","","","","","","","Item Created"
"a006s000000qFB6AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5511","Repair broken complete denture base, mandibular","1 of (D5511, D5512) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFB7AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5512","Repair broken complete denture base, maxillary","1 of (D5511, D5512) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFB8AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5520","Replace missing or broken teeth, complete denture","1 (D5520) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFB9AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5611","Repair resin partial denture base, mandibular","1 of (D5611-D5622) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFBAAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5612","Repair resin partial denture base, maxillary","1 of (D5611-D5622) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFBBAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5621","Repair cast partial framework, mandibular","1 of (D5611-D5622) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFBCAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5622","Repair cast partial framework, maxillary","1 of (D5611-D5622) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFBDAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5630","Repair or replace broken retentive clasping materials, per tooth","1 of (D5630) per tooth every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFBEAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5640","Replace broken teeth, per tooth","1 of (D5640) per tooth every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFBFAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5650","Add tooth to existing partial denture","1 of (D5650) per tooth every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFBGAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5660","Add clasp to existing partial denture, per tooth","1 of (D5660) per tooth every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFBHAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5670","Replace all teeth & acrylic on cast metal frame, maxillary","1 of (D5670, D5671) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBIAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5671","Replace all teeth & acrylic on cast metal frame, mandibular","1 of (D5670, D5671) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBJAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5710","Rebase complete maxillary denture","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBKAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5711","Rebase complete mandibular denture","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBLAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5720","Rebase maxillary partial denture","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBMAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5721","Rebase mandibular partial denture","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBNAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5730","Reline complete maxillary denture, chairside","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBOAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5731","Reline complete mandibular denture, chairside","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBPAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5740","Reline maxillary partial denture, chairside","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBQAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5741","Reline mandibular partial denture, chairside","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBRAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5750","Reline complete maxillary denture, laboratory","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBSAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5751","Reline complete mandibular denture, laboratory","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBTAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5760","Reline maxillary partial denture, laboratory","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBUAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5761","Reline mandibular partial denture, laboratory","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBVAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5850","Tissue conditioning, maxillary","1 of (D5850, D5851) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFBWAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5851","Tissue conditioning, mandibular","1 of (D5850, D5851) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFBXAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7111","Extraction, coronal remnants, primary tooth","","","","","","","","","","","","","","","Item Created"
"a006s000000qFBYAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7260","Oroantral fistula closure","1 of (D7260, D7261) site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBZAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7261","Primary closure of a sinus perforation","1 of (D7260, D7261) site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBaAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7280","Exposure of an unerupted tooth","1 (D7280) per tooth every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBbAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7282","Mobilization of erupted/malpositioned tooth","1 of (D7282, D7283) per tooth every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBcAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7283","Placement, device to facilitate eruption, impaction","1 of (D7282, D7283) per tooth every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBdAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7285","Incisional biopsy of oral tissue, hard (bone, tooth)","1 of (D7285-D7288) per site every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBeAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7286","Incisional biopsy of oral tissue, soft","1 of (D7285-D7288) per site every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBfAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7287","Exfoliative cytological sample collection","1 of (D7285-D7288) per site every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBgAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7288","Brush biopsy, transepithelial sample collection","1 of (D7285-D7288) per site every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBhAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7310","Alveoloplasty with extractions, four or more teeth per quadrant","1 of (D7310-D7321) per site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBiAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7311","Alveoloplasty with extractions, one to three teeth per quadrant","1 of (D7310-D7321) per site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBjAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7320","Alveoloplasty, w/o extractions, four or more teeth per quadrant","1 of (D7310-D7321) per site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBkAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7321","Alveoloplasty, w/o extractions, one to three teeth per quadrant","1 of (D7310-D7321) per site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFBlAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7410","Excision of benign lesion, up to 1.25 cm","","","","","","","","","","","","","","","Item Created"
"a006s000000qFBmAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7411","Excision of benign lesion, greater than 1.25 cm","","","","","","","","","","","","","","","Item Created"
"a006s000000qFBnAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7412","Excision of benign lesion, complicated","","","","","","","","","","","","","","","Item Created"
"a006s000000qFBoAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7450","Removal, benign odontogenic cyst/tumor, up to 1.25 cm","","","","","","","","","","","","","","","Item Created"
"a006s000000qFBpAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7451","Removal, benign odontogenic cyst/tumor, greater than 1.25 cm","","","","","","","","","","","","","","","Item Created"
"a006s000000qFBqAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7460","Removal, benign nonodontogenic cyst/tumor, up to 1.25 cm","","","","","","","","","","","","","","","Item Created"
