"ID","BENEFITPLANID"," BENEFITPLANNAME ","BENEFITPLANVERSION ","BENEFITPLANEFFECTIVEDATE ","BENEFITPLANEXPIRATIONDATE"," CDTCODE  ","CDTDESCRIPTION","LIMITATIONS                              ","INNETWORKMEMBERRESPONSIBILITY","OUTOFNETWORKMEMBERRESPONSIBILITY","PREAUTHREQUIRED","DOCUMENTATION X-RAYS REQUIRED","PEDIATRIC COPAY","ADULT COPAY","PEDIATRIC LIMITATION","ADULT LIMITATION","AI/AN PROVIDER MEMBER RESPONSIBILITY"," NON AI/AN PROVIDER MEMBER RESPONSIBILITY","MEMBER COPAYMENT GENERAL  ","MEMBER COPAYMENT  SPECIALIST","AGE LIMIT","STATUS"
"a006s000000qFJYAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D3410","Apicoectomy, anterior","1 of (D3410-D3425) per tooth in a lifetime","","","","","","","","","","","","","","Item Created"
"a006s000000qFJZAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D3421","Apicoectomy, premolar (first root)","1 of (D3410-D3425) per tooth in a lifetime","","","","","","","","","","","","","","Item Created"
"a006s000000qFJaAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D3425","Apicoectomy, molar (first root)","1 of (D3410-D3425) per tooth in a lifetime","","","","","","","","","","","","","","Item Created"
"a006s000000qFJbAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D3430","Retrograde filling, per root","1 (D3430) per tooth in a lifetime","","","","","","","","","","","","","","Item Created"
"a006s000000qFJcAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D3450","Root amputation, per root","1 (D3450) per tooth in a lifetime","","","","","","","","","","","","","","Item Created"
"a006s000000qFJdAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D3920","Hemisection, not including root canal therapy","1 (D3920) per tooth in a lifetime","","","","","","","","","","","","","","Item Created"
"a006s000000qFJeAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4210","Gingivectomy or gingivoplasty, four or more teeth per quadrant","1 of (D4210-D4241) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJfAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4211","Gingivectomy or gingivoplasty, one to three teeth per quadrant","1 of (D4210-D4241) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJgAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4240","Gingival flap procedure, four or more teeth per quadrant","1 of (D4210-D4241) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJhAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4241","Gingival flap procedure, one to three teeth per quadrant","1 of (D4210-D4241) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJiAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4260","Osseous surgery, four or more teeth per quadrant","1 of (D4260, D4261) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJjAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4261","Osseous surgery, one to three teeth per quadrant","1 of (D4260, D4261) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJkAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4270","Pedicle soft tissue graft procedure","1 of (D4270-D4285) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJlAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4273","Autogenous connective tissue graft procedure, first tooth","1 of (D4270-D4285) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJmAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4275","Non-autogenous connective tissue graft, first tooth","1 of (D4270-D4285) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJnAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4283","Autogenous connective tissue graft procedure, each additional tooth, per site","1 of (D4270-D4285) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJoAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4285","Non-autogenous connective tissue graft procedure, each additional tooth, per site","1 of (D4270-D4285) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJpAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4341","Periodontal scaling and root planing, four or more teeth per quadrant","1 of (D4341, D4342) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJqAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4342","Periodontal scaling and root planing, one to three teeth per quadrant","1 of (D4341, D4342) per site/quad every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJrAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4346","Scaling in presence of moderate or severe inflammation, full mouth after evaluation","2 of (D4346, D4910) every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFJsAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4355","Full mouth debridement to enable comprehensive evaluation and diagnosis, subsequent visit","1 (D4355) every 3 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJtAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D4910","Periodontal maintenance","2 of (D4346, D4910) every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFJuAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5110","Complete denture, maxillary","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJvAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5120","Complete denture, mandibular","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJwAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5130","Immediate denture, maxillary","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJxAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5140","Immediate denture, mandibular","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJyAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5211","Maxillary partial denture, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFJzAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5212","Mandibular partial denture, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFK0AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5213","Maxillary partial denture, cast metal, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFK1AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5214","Mandibular partial denture, cast metal, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFK2AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5221","Immediate maxillary partial denture, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFK3AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5222","Immediate mandibular partial denture, resin base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFK4AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5223","Immediate maxillary partial denture, cast metal framework, resin denture base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFK5AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5224","Immediate mandibular partial denture, cast metal framework, resin denture base","1 of (D5110-D5224) per arch every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFK6AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5421","Adjust partial denture, maxillary","","","","","","","","","","","","","","","Item Created"
"a006s000000qFK7AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5422","Adjust partial denture, mandibular","","","","","","","","","","","","","","","Item Created"
"a006s000000qFK8AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5511","Repair broken complete denture base, mandibular","1 of (D5511, D5512) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFK9AAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5512","Repair broken complete denture base, maxillary","1 of (D5511, D5512) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKAAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5520","Replace missing or broken teeth, complete denture","1 (D5520) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKBAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5611","Repair resin partial denture base, mandibular","1 of (D5611-D5622) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKCAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5612","Repair resin partial denture base, maxillary","1 of (D5611-D5622) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKDAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5621","Repair cast partial framework, mandibular","1 of (D5611-D5622) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKEAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5622","Repair cast partial framework, maxillary","1 of (D5611-D5622) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKFAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5630","Repair or replace broken retentive clasping materials, per tooth","1 of (D5630) per tooth every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKGAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5640","Replace broken teeth, per tooth","1 of (D5640) per tooth every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKHAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5650","Add tooth to existing partial denture","1 of (D5650) per tooth every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKIAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5660","Add clasp to existing partial denture, per tooth","1 of (D5660) per tooth every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKJAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5670","Replace all teeth & acrylic on cast metal frame, maxillary","1 of (D5670, D5671) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKKAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5671","Replace all teeth & acrylic on cast metal frame, mandibular","1 of (D5670, D5671) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKLAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5710","Rebase complete maxillary denture","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKMAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5711","Rebase complete mandibular denture","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKNAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5720","Rebase maxillary partial denture","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKOAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5721","Rebase mandibular partial denture","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKPAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5730","Reline complete maxillary denture, chairside","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKQAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5731","Reline complete mandibular denture, chairside","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKRAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5740","Reline maxillary partial denture, chairside","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKSAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5741","Reline mandibular partial denture, chairside","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKTAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5750","Reline complete maxillary denture, laboratory","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKUAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5751","Reline complete mandibular denture, laboratory","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKVAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5760","Reline maxillary partial denture, laboratory","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKWAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5761","Reline mandibular partial denture, laboratory","1 of (D5710-D5761) per arch every 2 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKXAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5850","Tissue conditioning, maxillary","1 of (D5850, D5851) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKYAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D5851","Tissue conditioning, mandibular","1 of (D5850, D5851) per arch every calendar year","","","","","","","","","","","","","","Item Created"
"a006s000000qFKZAA2","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7111","Extraction, coronal remnants, primary tooth","","","","","","","","","","","","","","","Item Created"
"a006s000000qFKaAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7260","Oroantral fistula closure","1 of (D7260, D7261) site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKbAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7261","Primary closure of a sinus perforation","1 of (D7260, D7261) site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKcAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7280","Exposure of an unerupted tooth","1 (D7280) per tooth every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKdAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7282","Mobilization of erupted/malpositioned tooth","1 of (D7282, D7283) per tooth every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKeAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7283","Placement, device to facilitate eruption, impaction","1 of (D7282, D7283) per tooth every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKfAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7285","Incisional biopsy of oral tissue, hard (bone, tooth)","1 of (D7285-D7288) per site every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKgAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7286","Incisional biopsy of oral tissue, soft","1 of (D7285-D7288) per site every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKhAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7287","Exfoliative cytological sample collection","1 of (D7285-D7288) per site every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKiAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7288","Brush biopsy, transepithelial sample collection","1 of (D7285-D7288) per site every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKjAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7310","Alveoloplasty with extractions, four or more teeth per quadrant","1 of (D7310-D7321) per site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKkAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7311","Alveoloplasty with extractions, one to three teeth per quadrant","1 of (D7310-D7321) per site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKlAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7320","Alveoloplasty, w/o extractions, four or more teeth per quadrant","1 of (D7310-D7321) per site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKmAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7321","Alveoloplasty, w/o extractions, one to three teeth per quadrant","1 of (D7310-D7321) per site/quad every 5 calendar years","","","","","","","","","","","","","","Item Created"
"a006s000000qFKnAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7410","Excision of benign lesion, up to 1.25 cm","","","","","","","","","","","","","","","Item Created"
"a006s000000qFKoAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7411","Excision of benign lesion, greater than 1.25 cm","","","","","","","","","","","","","","","Item Created"
"a006s000000qFKpAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7412","Excision of benign lesion, complicated","","","","","","","","","","","","","","","Item Created"
"a006s000000qFKqAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7450","Removal, benign odontogenic cyst/tumor, up to 1.25 cm","","","","","","","","","","","","","","","Item Created"
"a006s000000qFKrAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7451","Removal, benign odontogenic cyst/tumor, greater than 1.25 cm","","","","","","","","","","","","","","","Item Created"
"a006s000000qFKsAAM","2511","Allwell HMO DSNP - 20","1","1/1/2020","12/31/9999","D7460","Removal, benign nonodontogenic cyst/tumor, up to 1.25 cm","","","","","","","","","","","","","","","Item Created"
